,Subject,Predicate,Object,SubjectTerm,PredicateTerm,ObjectTerm,Domain,Domain Version
958,http://purl.org/iot/vocab/m3-lite#hasDirection,http://www.w3.org/2000/01/rdf-schema#domain,http://purl.oclc.org/NET/ssnx/ssn#Observation,hasDirection,domain,Observation,lov_fiesta-iot,v1-0-2
959,ub350bL887C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Health,ub350bL887C26,someValuesFrom,Health,lov_fiesta-iot,v1-0-2
960,http://purl.org/iot/vocab/m3-lite#Conductivity,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Conductivity,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
961,http://purl.org/iot/vocab/m3-lite#hasSoundSource,http://www.w3.org/2000/01/rdf-schema#label,Has Sound Source,hasSoundSource,label,Has Sound Source,lov_fiesta-iot,v1-0-2
962,http://purl.org/iot/vocab/m3-lite#Temperature,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.oclc.org/NET/ssnx/meteo/aws#air_temperature,Temperature,seeAlso,air_temperature,lov_fiesta-iot,v1-0-2
963,http://purl.oclc.org/NET/ssnx/ssn#observedProperty,http://purl.org/dc/elements/1.1/source,"skos:exactMatch 'observedProperty' [O&M - ISO/DIS 19156] 
		                    http://portal.opengeospatial.org/files/?artifact_id=41579",observedProperty,source,?artifact_id=41579,lov_fiesta-iot,v1-0-2
964,http://purl.org/iot/vocab/m3-lite#Invalid,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#MeasurementType,Invalid,subClassOf,MeasurementType,lov_fiesta-iot,v1-0-2
965,http://purl.org/iot/vocab/m3-lite#Weather,http://www.w3.org/2000/01/rdf-schema#label,Weather Forecasting DOI,Weather,label,Weather Forecasting DOI,lov_fiesta-iot,v1-0-2
966,http://purl.org/iot/vocab/m3-lite#FillLevel,http://www.w3.org/2000/01/rdf-schema#label,Fill Level,FillLevel,label,Fill Level,lov_fiesta-iot,v1-0-2
967,http://purl.org/iot/vocab/m3-lite#ElectricalResistance,http://www.w3.org/2000/01/rdf-schema#label,Electrical Resistance,ElectricalResistance,label,Electrical Resistance,lov_fiesta-iot,v1-0-2
968,http://purl.org/iot/vocab/m3-lite#Emotion,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#DomainOfInterest,Emotion,subClassOf,DomainOfInterest,lov_fiesta-iot,v1-0-2
969,http://purl.org/iot/vocab/m3-lite#DirectionAzimuth,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,DirectionAzimuth,type,Class,lov_fiesta-iot,v1-0-2
970,ub350bL1873C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Agriculture,ub350bL1873C26,someValuesFrom,Agriculture,lov_fiesta-iot,v1-0-2
971,http://purl.org/iot/vocab/m3-lite#SoilHumidity,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,SoilHumidity,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
972,ub350bL1717C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#BuildingAutomation,ub350bL1717C26,someValuesFrom,BuildingAutomation,lov_fiesta-iot,v1-0-2
973,ub350bL865C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#BuildingAutomation,ub350bL865C26,someValuesFrom,BuildingAutomation,lov_fiesta-iot,v1-0-2
974,http://purl.org/iot/vocab/m3-lite#DishWasher,http://www.w3.org/2000/01/rdf-schema#comment,An actuator to automatically switch on/off the dishwasher.,DishWasher,comment,off the dishwasher.,lov_fiesta-iot,v1-0-2
975,http://purl.org/iot/vocab/m3-lite#BloodPressureSensor,http://www.w3.org/2000/01/rdf-schema#comment,Device used to measure Blood Pressure.,BloodPressureSensor,comment,Device used to measure Blood Pressure.,lov_fiesta-iot,v1-0-2
976,http://purl.org/iot/vocab/m3-lite#LightSensor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,LightSensor,type,Class,lov_fiesta-iot,v1-0-2
977,http://purl.oclc.org/NET/ssnx/ssn#System,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL775C26,System,subClassOf,ub350bL775C26,lov_fiesta-iot,v1-0-2
978,http://purl.org/iot/vocab/m3-lite#DirectionAzimuth,http://www.w3.org/2000/01/rdf-schema#label,Direction Azimuth,DirectionAzimuth,label,Direction Azimuth,lov_fiesta-iot,v1-0-2
979,http://purl.org/iot/vocab/m3-lite#WindDirection,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,WindDirection,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
980,ub350bL1582C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Environment,ub350bL1582C26,someValuesFrom,Environment,lov_fiesta-iot,v1-0-2
981,http://data.qudt.org/qudt/owl/1.0.0/unit.owl#ElectricCurrent,http://www.w3.org/2000/01/rdf-schema#comment,"Electric current is the flow of electric charge. It is a base quantity in the International System of Units. Electric current is electric charge divided by time. Electric Current is the flow (movement) of electric charge. The amount of electric current through some surface, e.g., a section through a copper conductor, is defined as the amount of electric charge flowing through that surface over time.",ElectricCurrent,comment,"Electric current is the flow of electric charge. It is a base quantity in the International System of Units. Electric current is electric charge divided by time. Electric Current is the flow (movement) of electric charge. The amount of electric current through some surface, e.g., a section through a copper conductor, is defined as the amount of electric charge flowing through that surface over time.",lov_fiesta-iot,v1-0-2
982,ub350bL2581C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL2581C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
983,http://purl.org/iot/vocab/m3-lite#MicrogramPerCubicMetre,http://www.w3.org/2000/01/rdf-schema#label,"Microgram Per Cubic Metre, Microgram Per Cubic Meter",MicrogramPerCubicMetre,label,"Microgram Per Cubic Metre, Microgram Per Cubic Meter",lov_fiesta-iot,v1-0-2
984,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#hasUnit,http://www.w3.org/2000/01/rdf-schema#comment,Links the sensor with the units of the quantity kind it measures (e.g. A sensor -sensor1- measures temperature in Celsius: senso1 hasUnit celsius).,hasUnit,comment,Links the sensor with the units of the quantity kind it measures (e.g. A sensor -sensor1- measures temperature in Celsius: senso1 hasUnit celsius).,lov_fiesta-iot,v1-0-2
985,http://purl.org/iot/vocab/m3-lite#DistanceSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL1403C26,DistanceSensor,subClassOf,ub350bL1403C26,lov_fiesta-iot,v1-0-2
986,http://purl.org/iot/vocab/m3-lite#Gauss,http://www.w3.org/2000/01/rdf-schema#label,Gauss,Gauss,label,Gauss,lov_fiesta-iot,v1-0-2
987,ub350bL1212C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL1212C26,type,Restriction,lov_fiesta-iot,v1-0-2
988,ub350bL1452C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL1452C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
989,http://purl.org/iot/vocab/m3-lite#Ampere,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Ampere,type,Class,lov_fiesta-iot,v1-0-2
990,http://purl.org/iot/vocab/m3-lite#Motion,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://spitfire-project.eu/ontology/ns/Motion,Motion,seeAlso,Motion,lov_fiesta-iot,v1-0-2
991,http://purl.org/iot/vocab/m3-lite#Farad,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://sweet.jpl.nasa.gov/ontology/units.owl#farad,Farad,seeAlso,farad,lov_fiesta-iot,v1-0-2
992,http://purl.org/iot/vocab/m3-lite#FillLevelWasteContainer,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,FillLevelWasteContainer,type,Class,lov_fiesta-iot,v1-0-2
993,http://purl.org/iot/vocab/m3-lite#VisibilitySensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,VisibilitySensor,subClassOf,SensingDevice,lov_fiesta-iot,v1-0-2
994,http://purl.org/iot/vocab/m3-lite#CO2,http://www.w3.org/2000/01/rdf-schema#label,Carbon Dioxide (CO2) Quantity Kind,CO2,label,Carbon Dioxide (CO2) Quantity Kind,lov_fiesta-iot,v1-0-2
995,http://purl.org/iot/vocab/m3-lite#ReactivePower,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,ReactivePower,type,Class,lov_fiesta-iot,v1-0-2
996,http://purl.org/iot/vocab/m3-lite#MobMobilitySuccRate,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#Communication,MobMobilitySuccRate,subClassOf,Communication,lov_fiesta-iot,v1-0-2
997,http://purl.oclc.org/NET/ssnx/ssn#Observation,http://purl.org/dc/elements/1.1/source,"skos:closeMatch 'observation' [O&M] 
		                    http://www.opengeospatial.org/standards/om 

Observation in this ontology and O&M are described differently (O&M records an observation as an act/event), but they record the same thing and are essentially interchangeable.  The difference is in the ontological structure of the two, not the data or use.

Observation here records a Situation (the estimation of the value of a Property) and a description of the method that was used (along with the participants), while O&M interprets an Observation as the event itself; there must, however, have been an event that lead to our situation, so both are records of events.  The distinction is between the event itself and the record of what happened in that event.


skos:closeMatch 'measurement result' [VIM 2.9] http://www.bipm.org/utils/common/documents/jcgm/JCGM_200_2008.pdf

Measurement result in VIM is the measured value plus any other relevant information, which means that measurement result and observation will often be associated to the same data (a value, a time, a property, etc.).",Observation,source,"JCGM_200_2008.pdf

Measurement result in VIM is the measured value plus any other relevant information, which means that measurement result and observation will often be associated to the same data (a value, a time, a property, etc.).",lov_fiesta-iot,v1-0-2
998,http://purl.org/iot/vocab/m3-lite#SaltMeter,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,SaltMeter,type,Class,lov_fiesta-iot,v1-0-2
999,http://purl.org/iot/vocab/m3-lite#DeltaDewPointSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,DeltaDewPointSensor,subClassOf,SensingDevice,lov_fiesta-iot,v1-0-2
1000,http://purl.org/iot/vocab/m3-lite#Irrigation,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL1873C26,Irrigation,subClassOf,ub350bL1873C26,lov_fiesta-iot,v1-0-2
1001,http://purl.org/iot/vocab/m3-lite#AirThermometer,http://www.w3.org/2000/01/rdf-schema#comment,Device to measure the Air temperature of either indoor or outdoor atmosphere.,AirThermometer,comment,Device to measure the Air temperature of either indoor or outdoor atmosphere.,lov_fiesta-iot,v1-0-2
1002,http://creativecommons.org/ns#license,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AnnotationProperty,license,type,AnnotationProperty,lov_fiesta-iot,v1-0-2
1003,http://purl.org/iot/vocab/m3-lite#AlarmSystem,http://www.w3.org/2000/01/rdf-schema#label,Alarm System Actuating Device,AlarmSystem,label,Alarm System Actuating Device,lov_fiesta-iot,v1-0-2
1004,http://purl.org/iot/vocab/m3-lite#Shower,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL468C26,Shower,subClassOf,ub350bL468C26,lov_fiesta-iot,v1-0-2
1005,ub350bL1553C30,http://www.w3.org/2002/07/owl#onClass,http://purl.org/NET/ssnx/qu/qu#Unit,ub350bL1553C30,onClass,Unit,lov_fiesta-iot,v1-0-2
1006,http://purl.org/iot/vocab/m3-lite#Transportation,http://www.w3.org/2000/01/rdf-schema#label,Transportation DOI,Transportation,label,Transportation DOI,lov_fiesta-iot,v1-0-2
1007,http://purl.org/iot/vocab/m3-lite#SoundPressureLevel,http://www.w3.org/2000/01/rdf-schema#label,Sound Pressure Level,SoundPressureLevel,label,Sound Pressure Level,lov_fiesta-iot,v1-0-2
1008,http://purl.org/iot/vocab/m3-lite#WindChillSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL3113C26,WindChillSensor,subClassOf,ub350bL3113C26,lov_fiesta-iot,v1-0-2
1009,http://purl.org/iot/vocab/m3-lite#WorkingStateDriver1,http://www.w3.org/2000/01/rdf-schema#comment,State of work of the first driver as defined in the FMS standard.,WorkingStateDriver1,comment,State of work of the first driver as defined in the FMS standard.,lov_fiesta-iot,v1-0-2
1010,http://purl.org/iot/vocab/m3-lite#RoomTemperature,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#BuildingTemperature,RoomTemperature,subClassOf,BuildingTemperature,lov_fiesta-iot,v1-0-2
1011,http://purl.org/iot/vocab/m3-lite#Agriculture,http://www.w3.org/2000/01/rdf-schema#label,Agriculture DOI,Agriculture,label,Agriculture DOI,lov_fiesta-iot,v1-0-2
1012,http://purl.org/iot/vocab/m3-lite#Acceleration,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.oclc.org/NET/ssnx/qu/dim#Acceleration,Acceleration,seeAlso,Acceleration,lov_fiesta-iot,v1-0-2
1013,http://purl.org/iot/vocab/m3-lite#ChemicalAgentAtmosphericConcentrationAirParticles,http://www.w3.org/2000/01/rdf-schema#comment,Measure of the concentration of chemical particles suspended in the atmosphere.,ChemicalAgentAtmosphericConcentrationAirParticles,comment,Measure of the concentration of chemical particles suspended in the atmosphere.,lov_fiesta-iot,v1-0-2
1014,ub350bL566C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL566C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
1015,http://purl.org/iot/vocab/m3-lite#ConductivitySensor,http://www.w3.org/2000/01/rdf-schema#comment,Device used to measure the conductivity of a system.,ConductivitySensor,comment,Device used to measure the conductivity of a system.,lov_fiesta-iot,v1-0-2
1016,http://purl.org/iot/ontology/fiesta-iot#,http://www.w3.org/2002/07/owl#versionInfo,"
            1.0.2
        ",fiesta-iot,versionInfo,"
            1.0.2
        ",lov_fiesta-iot,v1-0-2
1017,ub350bL143C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL143C26,type,Restriction,lov_fiesta-iot,v1-0-2
1018,http://purl.org/iot/vocab/m3-lite#ECG,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,ECG,type,Class,lov_fiesta-iot,v1-0-2
1019,ub350bL1423C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#BuildingAutomation,ub350bL1423C26,someValuesFrom,BuildingAutomation,lov_fiesta-iot,v1-0-2
1020,http://purl.org/iot/vocab/m3-lite#Index,http://www.w3.org/2000/01/rdf-schema#label,Index,Index,label,Index,lov_fiesta-iot,v1-0-2
1021,http://purl.org/iot/vocab/m3-lite#Centimetre,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#Meter,Centimetre,subClassOf,Meter,lov_fiesta-iot,v1-0-2
1022,http://purl.org/iot/vocab/m3-lite#Sirens,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#SoundSource,Sirens,subClassOf,SoundSource,lov_fiesta-iot,v1-0-2
1023,http://purl.org/iot/vocab/m3-lite#Millisecond,http://www.w3.org/2000/01/rdf-schema#label,Millisecond,Millisecond,label,Millisecond,lov_fiesta-iot,v1-0-2
1024,http://purl.org/iot/vocab/m3-lite#BatteryLevel,http://www.w3.org/2000/01/rdf-schema#comment,Measure of the percentage of the battery capacity that remains available.,BatteryLevel,comment,Measure of the percentage of the battery capacity that remains available.,lov_fiesta-iot,v1-0-2
1025,http://purl.org/iot/vocab/m3-lite#Step,http://www.w3.org/2000/01/rdf-schema#label,Step,Step,label,Step,lov_fiesta-iot,v1-0-2
1026,ub350bL770C26,http://www.w3.org/2002/07/owl#onClass,http://purl.oclc.org/NET/ssnx/ssn#System,ub350bL770C26,onClass,System,lov_fiesta-iot,v1-0-2
1027,http://purl.org/iot/vocab/m3-lite#DecibelA,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,DecibelA,type,Class,lov_fiesta-iot,v1-0-2
1028,http://purl.org/iot/vocab/m3-lite#ShakeSensor,http://www.w3.org/2000/01/rdf-schema#label,Shake Sensor,ShakeSensor,label,Shake Sensor,lov_fiesta-iot,v1-0-2
1029,http://www.onem2m.org/ontology/Base_Ontology/base_ontology#MetaData,http://www.w3.org/2000/01/rdf-schema#label,MetaData,MetaData,label,MetaData,lov_fiesta-iot,v1-0-2
1030,ub350bL596C26,http://www.w3.org/2002/07/owl#allValuesFrom,http://purl.oclc.org/NET/ssnx/ssn#System,ub350bL596C26,allValuesFrom,System,lov_fiesta-iot,v1-0-2
1031,http://purl.org/iot/vocab/m3-lite#DeltaDewPointSensor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,DeltaDewPointSensor,type,Class,lov_fiesta-iot,v1-0-2
1032,http://purl.org/iot/vocab/m3-lite#PHSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,PHSensor,subClassOf,SensingDevice,lov_fiesta-iot,v1-0-2
1033,ub350bL1855C30,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL1855C30,type,Restriction,lov_fiesta-iot,v1-0-2
1034,http://purl.org/iot/vocab/m3-lite#Scale,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#Unit,Scale,subClassOf,Unit,lov_fiesta-iot,v1-0-2
1035,http://purl.org/iot/vocab/m3-lite#PulseOxymeter,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,PulseOxymeter,subClassOf,SensingDevice,lov_fiesta-iot,v1-0-2
1036,http://purl.org/dc/terms/issued,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AnnotationProperty,issued,type,AnnotationProperty,lov_fiesta-iot,v1-0-2
1037,http://www.w3.org/2003/01/geo/wgs84_pos#location,http://www.w3.org/2000/01/rdf-schema#comment,Provides relation between object and its physical location.,location,comment,Provides relation between object and its physical location.,lov_fiesta-iot,v1-0-2
1038,http://purl.org/iot/vocab/m3-lite#SoundSensor,http://www.w3.org/2000/01/rdf-schema#label,Sound Sensor,SoundSensor,label,Sound Sensor,lov_fiesta-iot,v1-0-2
1039,ub350bL2213C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#EnergyDOI,ub350bL2213C26,someValuesFrom,EnergyDOI,lov_fiesta-iot,v1-0-2
1040,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,http://www.w3.org/2000/01/rdf-schema#domain,http://purl.oclc.org/NET/ssnx/ssn#Device,hasDomainOfInterest,domain,Device,lov_fiesta-iot,v1-0-2
1041,http://purl.org/iot/vocab/m3-lite#Pressure,http://www.w3.org/2000/01/rdf-schema#comment,It is the physical force exerted on or against an object by something in contact with it.,Pressure,comment,It is the physical force exerted on or against an object by something in contact with it.,lov_fiesta-iot,v1-0-2
1042,http://purl.org/iot/vocab/m3-lite#RelativeHumidity,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,RelativeHumidity,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
1043,http://purl.org/iot/vocab/m3-lite#Others,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#Source,Others,subClassOf,Source,lov_fiesta-iot,v1-0-2
1044,http://purl.org/iot/vocab/m3-lite#MillimeterPerHour,http://www.w3.org/2000/01/rdf-schema#comment,"A unit of both speed (scalar) and velocity (vector), defined as the distance of one millimeter travelled per unit hour.",MillimeterPerHour,comment,"A unit of both speed (scalar) and velocity (vector), defined as the distance of one millimeter travelled per unit hour.",lov_fiesta-iot,v1-0-2
1045,http://purl.org/iot/vocab/m3-lite#Milliampere,http://www.w3.org/2000/01/rdf-schema#comment,One thousandth of an ampere.,Milliampere,comment,One thousandth of an ampere.,lov_fiesta-iot,v1-0-2
1046,ub350bL2644C30,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Source,ub350bL2644C30,someValuesFrom,Source,lov_fiesta-iot,v1-0-2
1047,http://www.w3.org/2003/01/geo/wgs84_pos#location,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty,location,type,ObjectProperty,lov_fiesta-iot,v1-0-2
1048,http://www.w3.org/2003/01/geo/wgs84_pos#Point,http://www.w3.org/2003/01/geo/wgs84_pos#alt,,Point,alt,,lov_fiesta-iot,v1-0-2
1049,http://purl.org/iot/vocab/m3-lite#Gauss,http://www.w3.org/2000/01/rdf-schema#comment,Gauss is the CGS unit of measurement of magnetic flux density (or magnetic induction) (B) (Source Wikipedia),Gauss,comment,Gauss is the CGS unit of measurement of magnetic flux density (or magnetic induction) (B) (Source Wikipedia),lov_fiesta-iot,v1-0-2
1050,ub350bL705C26,http://www.w3.org/2002/07/owl#minQualifiedCardinality,1,ub350bL705C26,minQualifiedCardinality,1,lov_fiesta-iot,v1-0-2
1051,http://purl.org/iot/vocab/m3-lite#WindSpeedSensor,http://www.w3.org/2000/01/rdf-schema#comment,"Wind Speed Sensor, Anemometer or Wind Velocity Sensor is used to measure the wind speed.",WindSpeedSensor,comment,"Wind Speed Sensor, Anemometer or Wind Velocity Sensor is used to measure the wind speed.",lov_fiesta-iot,v1-0-2
1052,http://purl.org/iot/vocab/m3-lite#FillLevelWasteContainer,http://www.w3.org/2000/01/rdf-schema#label,Fill Level Waste Container,FillLevelWasteContainer,label,Fill Level Waste Container,lov_fiesta-iot,v1-0-2
1053,http://purl.oclc.org/NET/ssnx/ssn#ObservationValue,http://purl.org/dc/elements/1.1/source,"skos:exactMatch 'measured quantity value' [VIM 2.10]
                                  http://www.bipm.org/utils/common/documents/jcgm/JCGM_200_2008.pdf

skos:exactMatch 'observed value' [SensorML OGC-0700]
http://www.opengeospatial.org/standards/sensorml 

skos:closeMatch 'observation result' [O&M]
http://www.opengeospatial.org/standards/om 

O&M conflates what we have as SensorOutput and ObservationValue into observation result, though the OGC standard does say ""result contains a value"" and ""a result which has a value"", which fits naturally with the model here.",ObservationValue,source,"om 

O&M conflates what we have as SensorOutput and ObservationValue into observation result, though the OGC standard does say ""result contains a value"" and ""a result which has a value"", which fits naturally with the model here.",lov_fiesta-iot,v1-0-2
1054,http://purl.org/iot/vocab/m3-lite#DishWasher,http://www.w3.org/2000/01/rdf-schema#label,Dish Washer Actuating Device,DishWasher,label,Dish Washer Actuating Device,lov_fiesta-iot,v1-0-2
1055,ub350bL650C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Emotion,ub350bL650C26,someValuesFrom,Emotion,lov_fiesta-iot,v1-0-2
1056,ub350bL439C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL439C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
1057,ub350bL760C26,http://www.w3.org/2002/07/owl#qualifiedCardinality,1,ub350bL760C26,qualifiedCardinality,1,lov_fiesta-iot,v1-0-2
1058,http://purl.org/iot/vocab/m3-lite#SoilMoistureTension,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,SoilMoistureTension,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
1059,http://purl.org/iot/vocab/m3-lite#IntDlLatency,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,IntDlLatency,type,Class,lov_fiesta-iot,v1-0-2
1060,http://purl.org/iot/vocab/m3-lite#ChemicalAgentAtmosphericConcentration,http://www.w3.org/2000/01/rdf-schema#label,Chemical Agent Atmospheric Concentration Quantity Kind,ChemicalAgentAtmosphericConcentration,label,Chemical Agent Atmospheric Concentration Quantity Kind,lov_fiesta-iot,v1-0-2
1061,http://purl.org/iot/vocab/m3-lite#PressureSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL2956C26,PressureSensor,subClassOf,ub350bL2956C26,lov_fiesta-iot,v1-0-2
1062,http://purl.org/iot/vocab/m3-lite#Window,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Window,type,Class,lov_fiesta-iot,v1-0-2
1063,ub350bL233C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#BuildingAutomation,ub350bL233C26,someValuesFrom,BuildingAutomation,lov_fiesta-iot,v1-0-2
1064,http://purl.org/iot/vocab/m3-lite#QRCode,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,QRCode,type,Class,lov_fiesta-iot,v1-0-2
1065,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#isSubSystemOf,http://www.w3.org/2000/01/rdf-schema#domain,http://purl.oclc.org/NET/ssnx/ssn#System,isSubSystemOf,domain,System,lov_fiesta-iot,v1-0-2
1066,http://purl.org/iot/vocab/m3-lite#FuelConsumption,http://www.w3.org/2000/01/rdf-schema#comment,The amount of fuel a vehicle uses to travel a particular distance at a particular speed.,FuelConsumption,comment,The amount of fuel a vehicle uses to travel a particular distance at a particular speed.,lov_fiesta-iot,v1-0-2
1067,http://purl.org/iot/vocab/m3-lite#Weight,http://www.w3.org/2000/01/rdf-schema#label,Weight,Weight,label,Weight,lov_fiesta-iot,v1-0-2
1068,http://purl.org/iot/vocab/m3-lite#DewPointSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,DewPointSensor,subClassOf,SensingDevice,lov_fiesta-iot,v1-0-2
1069,http://purl.org/iot/vocab/m3-lite#MagneticFluxDensity,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,MagneticFluxDensity,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
1070,http://purl.org/iot/vocab/m3-lite#Scale,http://www.w3.org/2000/01/rdf-schema#comment,Arbitrary indirect reference which should be translated into meaningful measurements by using the corresponding decoding algorithm detailed in the resource description. In this case the returned values are part of a continuous variable which can take any numeric value.,Scale,comment,Arbitrary indirect reference which should be translated into meaningful measurements by using the corresponding decoding algorithm detailed in the resource description. In this case the returned values are part of a continuous variable which can take any numeric value.,lov_fiesta-iot,v1-0-2
1071,http://purl.org/iot/vocab/m3-lite#DirectionHeading,http://www.w3.org/2000/01/rdf-schema#comment,"The course or direction in which a object (vehicle, person, ...) is moving.",DirectionHeading,comment,"The course or direction in which a object (vehicle, person, ...) is moving.",lov_fiesta-iot,v1-0-2
